interaction_id,user_id,item_id,item_type,action_type,action_weight,unique_item_id
6193,716,123,tour,book,5,tour_123
6194,253,97,hotel,view,2,hotel_97
6195,798,141,attraction,view,2,attraction_141
6196,883,18,restaurant,click,3,restaurant_18
6197,1041,90,hotel,book,5,hotel_90
6198,257,62,tour,favorite,4,tour_62
6199,1604,17,restaurant,view,2,restaurant_17
6200,1042,61,tour,favorite,4,tour_61
6201,1666,101,hotel,book,5,hotel_101
6202,1802,164,attraction,favorite,4,attraction_164
6203,1837,74,tour,favorite,4,tour_74
6204,1145,51,hotel,click,3,hotel_51
6205,313,6,tour,view,2,tour_6
6206,198,63,hotel,view,2,hotel_63
6207,1043,62,hotel,favorite,4,hotel_62
6208,1008,106,attraction,view,2,attraction_106
6209,1456,72,tour,click,3,tour_72
6210,1546,32,restaurant,view,2,restaurant_32
6211,920,6,tour,click,3,tour_6
6212,609,124,tour,click,3,tour_124
6213,466,80,tour,book,5,tour_80
6214,901,44,tour,view,2,tour_44
6215,992,75,attraction,view,2,attraction_75
6216,617,49,hotel,book,5,hotel_49
6217,770,139,attraction,favorite,4,attraction_139
6218,1315,6,hotel,click,3,hotel_6
6219,785,68,tour,click,3,tour_68
6220,595,64,tour,view,2,tour_64
6221,787,51,tour,favorite,4,tour_51
6222,991,104,tour,book,5,tour_104
6223,730,103,hotel,view,2,hotel_103
6224,191,113,attraction,view,2,attraction_113
6225,934,72,tour,book,5,tour_72
6226,239,10,hotel,book,5,hotel_10
6227,1085,136,hotel,view,2,hotel_136
6228,16,96,hotel,book,5,hotel_96
6229,617,20,hotel,click,3,hotel_20
6230,738,29,tour,favorite,4,tour_29
6231,1079,72,tour,view,2,tour_72
6232,1309,70,tour,click,3,tour_70
6233,966,71,hotel,favorite,4,hotel_71
6234,1629,114,tour,view,2,tour_114
6235,1880,65,tour,book,5,tour_65
6236,1406,91,tour,click,3,tour_91
6237,107,26,tour,favorite,4,tour_26
6238,1050,100,hotel,view,2,hotel_100
6239,1352,101,tour,click,3,tour_101
6240,257,82,tour,favorite,4,tour_82
6241,1050,32,hotel,favorite,4,hotel_32
6242,232,64,attraction,click,3,attraction_64
6243,1688,90,hotel,favorite,4,hotel_90
6244,962,80,tour,book,5,tour_80
6245,1287,12,attraction,book,5,attraction_12
6246,1570,78,tour,book,5,tour_78
6247,802,31,tour,view,2,tour_31
6248,1087,74,tour,view,2,tour_74
6249,272,6,restaurant,click,3,restaurant_6
6250,170,77,tour,click,3,tour_77
6251,1753,99,tour,favorite,4,tour_99
6252,1294,11,tour,click,3,tour_11
6253,1561,36,tour,book,5,tour_36
6254,876,57,hotel,favorite,4,hotel_57
6255,126,20,tour,view,2,tour_20
6256,139,75,tour,click,3,tour_75
6257,461,6,tour,favorite,4,tour_6
6258,445,74,tour,favorite,4,tour_74
6259,1341,37,tour,click,3,tour_37
6260,500,38,tour,favorite,4,tour_38
6261,89,34,hotel,book,5,hotel_34
6262,1844,13,tour,click,3,tour_13
6263,1635,106,tour,book,5,tour_106
6264,1557,27,restaurant,click,3,restaurant_27
6265,1292,47,attraction,click,3,attraction_47
6266,202,61,tour,click,3,tour_61
6267,1016,65,restaurant,click,3,restaurant_65
6268,662,67,tour,click,3,tour_67
6269,1599,140,attraction,book,5,attraction_140
6270,155,123,hotel,favorite,4,hotel_123
6271,447,117,attraction,view,2,attraction_117
6272,630,22,tour,click,3,tour_22
6273,60,69,tour,view,2,tour_69
6274,703,86,tour,view,2,tour_86
6275,1674,47,attraction,favorite,4,attraction_47
6276,563,74,attraction,view,2,attraction_74
6277,9,37,restaurant,book,5,restaurant_37
6278,279,25,tour,click,3,tour_25
6279,1806,57,restaurant,view,2,restaurant_57
6280,199,22,tour,view,2,tour_22
6281,1221,55,tour,view,2,tour_55
6282,903,48,restaurant,view,2,restaurant_48
6283,160,21,hotel,click,3,hotel_21
6284,1170,8,hotel,favorite,4,hotel_8
6285,115,45,tour,click,3,tour_45
6286,434,49,hotel,click,3,hotel_49
6287,1689,91,tour,view,2,tour_91
6288,1726,22,tour,book,5,tour_22
6289,1154,103,tour,view,2,tour_103
6290,1248,88,attraction,click,3,attraction_88
6291,206,7,tour,favorite,4,tour_7
6292,1178,57,hotel,favorite,4,hotel_57
6293,1337,20,hotel,view,2,hotel_20
6294,854,45,attraction,click,3,attraction_45
6295,123,105,hotel,click,3,hotel_105
6296,1145,123,hotel,favorite,4,hotel_123
6297,873,17,tour,view,2,tour_17
6298,195,72,tour,view,2,tour_72
6299,1985,43,tour,book,5,tour_43
6300,1883,44,tour,book,5,tour_44
6301,1683,90,restaurant,favorite,4,restaurant_90
6302,1157,101,tour,book,5,tour_101
6303,411,100,hotel,favorite,4,hotel_100
6304,1548,152,attraction,view,2,attraction_152
6305,78,79,tour,favorite,4,tour_79
6306,1398,51,hotel,view,2,hotel_51
6307,230,54,tour,book,5,tour_54
6308,369,32,tour,view,2,tour_32
6309,1724,102,hotel,favorite,4,hotel_102
6310,1659,44,hotel,book,5,hotel_44
6311,1584,123,hotel,view,2,hotel_123
6312,715,116,attraction,click,3,attraction_116
6313,1199,118,tour,book,5,tour_118
6314,473,85,tour,book,5,tour_85
6315,1777,8,tour,view,2,tour_8
6316,802,17,tour,view,2,tour_17
6317,838,50,hotel,book,5,hotel_50
6318,292,34,hotel,view,2,hotel_34
6319,1346,133,attraction,click,3,attraction_133
6320,983,120,tour,view,2,tour_120
6321,18,103,tour,click,3,tour_103
6322,50,31,tour,favorite,4,tour_31
6323,673,40,tour,favorite,4,tour_40
6324,1413,76,tour,favorite,4,tour_76
6325,809,114,tour,view,2,tour_114
6326,1050,57,hotel,favorite,4,hotel_57
6327,1222,102,hotel,view,2,hotel_102
6328,560,115,tour,click,3,tour_115
6329,514,122,tour,favorite,4,tour_122
6330,1392,82,hotel,view,2,hotel_82
6331,365,63,hotel,click,3,hotel_63
6332,224,128,hotel,click,3,hotel_128
6333,395,74,tour,favorite,4,tour_74
6334,679,142,attraction,view,2,attraction_142
6335,1271,124,tour,favorite,4,tour_124
6336,1534,8,hotel,click,3,hotel_8
6337,346,26,tour,book,5,tour_26
6338,1213,117,attraction,click,3,attraction_117
6339,204,103,hotel,view,2,hotel_103
6340,784,39,hotel,view,2,hotel_39
6341,23,36,tour,view,2,tour_36
6342,411,76,hotel,click,3,hotel_76
6343,1279,50,hotel,click,3,hotel_50
6344,1537,146,attraction,favorite,4,attraction_146
6345,1355,20,hotel,click,3,hotel_20
6346,1444,59,tour,book,5,tour_59
6347,1805,63,tour,book,5,tour_63
6348,875,90,hotel,view,2,hotel_90
6349,1004,38,attraction,view,2,attraction_38
6350,1928,117,restaurant,click,3,restaurant_117
6351,796,20,hotel,view,2,hotel_20
6352,1726,100,tour,view,2,tour_100
6353,731,119,tour,view,2,tour_119
6354,1529,111,tour,favorite,4,tour_111
6355,757,101,tour,view,2,tour_101
6356,1050,96,hotel,click,3,hotel_96
6357,688,30,tour,book,5,tour_30
6358,1784,161,attraction,view,2,attraction_161
6359,290,70,tour,book,5,tour_70
6360,1744,27,tour,book,5,tour_27
6361,1062,117,attraction,click,3,attraction_117
6362,1434,134,hotel,click,3,hotel_134
6363,75,21,tour,view,2,tour_21
6364,1875,114,tour,favorite,4,tour_114
6365,1201,106,restaurant,view,2,restaurant_106
6366,473,61,tour,favorite,4,tour_61
6367,253,32,hotel,book,5,hotel_32
6368,247,20,hotel,click,3,hotel_20
6369,1160,92,tour,click,3,tour_92
6370,505,80,hotel,book,5,hotel_80
6371,683,125,tour,favorite,4,tour_125
6372,975,112,tour,view,2,tour_112
6373,1957,8,hotel,book,5,hotel_8
6374,1061,79,attraction,book,5,attraction_79
6375,457,92,hotel,favorite,4,hotel_92
6376,340,59,tour,book,5,tour_59
6377,577,154,attraction,book,5,attraction_154
6378,1472,103,hotel,view,2,hotel_103
6379,1803,106,tour,view,2,tour_106
6380,872,104,hotel,view,2,hotel_104
6381,867,30,hotel,click,3,hotel_30
6382,532,86,tour,favorite,4,tour_86
6383,1894,74,restaurant,favorite,4,restaurant_74
6384,400,114,attraction,favorite,4,attraction_114
6385,620,22,tour,book,5,tour_22
6386,1930,11,tour,view,2,tour_11
6387,564,139,attraction,favorite,4,attraction_139
6388,643,10,restaurant,favorite,4,restaurant_10
6389,1657,52,tour,view,2,tour_52
6390,1306,9,tour,book,5,tour_9
6391,1786,65,attraction,book,5,attraction_65
6392,1845,97,tour,book,5,tour_97
6393,712,43,tour,click,3,tour_43
6394,211,20,hotel,click,3,hotel_20
6395,782,103,attraction,click,3,attraction_103
6396,1407,123,tour,favorite,4,tour_123
6397,63,44,tour,favorite,4,tour_44
6398,1226,35,restaurant,favorite,4,restaurant_35
6399,518,42,tour,book,5,tour_42
6400,1048,125,tour,view,2,tour_125
6401,812,94,tour,view,2,tour_94
6402,418,51,tour,view,2,tour_51
6403,276,156,attraction,view,2,attraction_156
6404,26,110,restaurant,click,3,restaurant_110
6405,366,44,hotel,view,2,hotel_44
6406,1537,116,attraction,click,3,attraction_116
6407,799,111,attraction,click,3,attraction_111
6408,1432,74,restaurant,favorite,4,restaurant_74
6409,1156,57,hotel,view,2,hotel_57
6410,1112,62,hotel,book,5,hotel_62
6411,253,44,hotel,book,5,hotel_44
6412,546,28,tour,favorite,4,tour_28
6413,1913,8,tour,book,5,tour_8
6414,1472,54,hotel,click,3,hotel_54
6415,1638,77,tour,click,3,tour_77
6416,1228,94,hotel,favorite,4,hotel_94
6417,1220,49,hotel,click,3,hotel_49
6418,1557,103,tour,book,5,tour_103
6419,1389,15,restaurant,click,3,restaurant_15
6420,1519,98,hotel,click,3,hotel_98
6421,1769,119,tour,view,2,tour_119
6422,535,81,tour,click,3,tour_81
6423,283,162,attraction,view,2,attraction_162
6424,391,90,attraction,view,2,attraction_90
6425,1970,45,attraction,favorite,4,attraction_45
6426,1466,72,restaurant,favorite,4,restaurant_72
6427,1165,32,hotel,view,2,hotel_32
6428,623,8,tour,book,5,tour_8
6429,1379,2,attraction,book,5,attraction_2
6430,165,13,attraction,favorite,4,attraction_13
6431,449,36,tour,view,2,tour_36
6432,1934,14,tour,view,2,tour_14
6433,425,105,hotel,favorite,4,hotel_105
6434,1923,103,hotel,favorite,4,hotel_103
6435,1702,126,tour,favorite,4,tour_126
6436,636,70,attraction,view,2,attraction_70
6437,1957,34,hotel,favorite,4,hotel_34
6438,743,32,hotel,view,2,hotel_32
6439,985,98,hotel,favorite,4,hotel_98
6440,306,63,tour,view,2,tour_63
6441,40,32,hotel,favorite,4,hotel_32
6442,1470,49,hotel,favorite,4,hotel_49
6443,1669,92,attraction,click,3,attraction_92
6444,1533,108,attraction,book,5,attraction_108
6445,1679,83,tour,view,2,tour_83
6446,468,51,restaurant,view,2,restaurant_51
6447,644,129,attraction,click,3,attraction_129
6448,1075,1,tour,book,5,tour_1
6449,1351,5,tour,favorite,4,tour_5
6450,84,46,restaurant,click,3,restaurant_46
6451,1282,5,tour,view,2,tour_5
6452,351,109,tour,view,2,tour_109
6453,702,108,tour,book,5,tour_108
6454,521,94,hotel,book,5,hotel_94
6455,1150,83,tour,view,2,tour_83
6456,19,20,tour,book,5,tour_20
6457,1006,11,tour,view,2,tour_11
6458,1667,46,hotel,book,5,hotel_46
6459,952,15,tour,click,3,tour_15
6460,346,110,restaurant,book,5,restaurant_110
6461,1730,25,tour,view,2,tour_25
6462,187,13,tour,click,3,tour_13
6463,1285,94,tour,click,3,tour_94
6464,1541,50,hotel,click,3,hotel_50
6465,1688,36,hotel,click,3,hotel_36
6466,679,47,attraction,click,3,attraction_47
6467,943,101,hotel,click,3,hotel_101
6468,397,37,tour,view,2,tour_37
6469,1833,94,hotel,click,3,hotel_94
6470,31,59,tour,book,5,tour_59
6471,293,7,restaurant,favorite,4,restaurant_7
6472,553,125,attraction,favorite,4,attraction_125
6473,747,17,tour,book,5,tour_17
6474,1534,75,hotel,favorite,4,hotel_75
6475,170,91,tour,book,5,tour_91
6476,1919,73,hotel,favorite,4,hotel_73
6477,418,172,attraction,book,5,attraction_172
6478,1489,8,hotel,click,3,hotel_8
6479,1688,36,hotel,book,5,hotel_36
6480,1446,136,attraction,click,3,attraction_136
6481,953,81,attraction,click,3,attraction_81
6482,1138,9,tour,view,2,tour_9
6483,1347,89,tour,view,2,tour_89
6484,249,69,restaurant,favorite,4,restaurant_69
6485,336,96,hotel,click,3,hotel_96
6486,978,95,restaurant,click,3,restaurant_95
6487,1118,15,attraction,book,5,attraction_15
6488,481,55,tour,click,3,tour_55
6489,298,46,tour,click,3,tour_46
6490,1895,105,restaurant,click,3,restaurant_105
6491,1123,25,hotel,click,3,hotel_25
6492,1616,148,attraction,click,3,attraction_148
6493,1313,115,restaurant,click,3,restaurant_115
6494,1044,46,tour,view,2,tour_46
6495,1086,147,attraction,favorite,4,attraction_147
6496,1451,51,hotel,favorite,4,hotel_51
6497,1937,42,tour,click,3,tour_42
6498,941,53,tour,book,5,tour_53
6499,359,72,restaurant,favorite,4,restaurant_72
6500,1033,20,tour,view,2,tour_20
6501,1908,11,hotel,favorite,4,hotel_11
6502,1409,135,attraction,book,5,attraction_135
6503,1061,141,attraction,click,3,attraction_141
6504,234,43,tour,click,3,tour_43
6505,1903,123,restaurant,click,3,restaurant_123
6506,1726,33,tour,click,3,tour_33
6507,1701,48,tour,click,3,tour_48
6508,669,12,attraction,click,3,attraction_12
6509,1985,132,attraction,book,5,attraction_132
6510,1482,123,tour,click,3,tour_123
6511,1745,51,hotel,click,3,hotel_51
6512,1811,111,attraction,click,3,attraction_111
6513,1065,71,hotel,favorite,4,hotel_71
6514,778,62,tour,book,5,tour_62
6515,1713,20,tour,view,2,tour_20
6516,1810,57,hotel,view,2,hotel_57
6517,433,96,tour,view,2,tour_96
6518,733,138,attraction,view,2,attraction_138
6519,1621,154,attraction,click,3,attraction_154
6520,141,67,tour,book,5,tour_67
6521,1030,101,hotel,click,3,hotel_101
6522,1120,105,tour,view,2,tour_105
6523,1366,10,tour,view,2,tour_10
6524,684,136,hotel,favorite,4,hotel_136
6525,1317,52,restaurant,view,2,restaurant_52
6526,1449,101,attraction,book,5,attraction_101
6527,1714,5,tour,book,5,tour_5
6528,676,15,tour,view,2,tour_15
6529,1366,44,tour,view,2,tour_44
6530,446,34,hotel,favorite,4,hotel_34
6531,1834,7,hotel,view,2,hotel_7
6532,913,97,tour,view,2,tour_97
6533,454,98,tour,book,5,tour_98
6534,197,54,tour,view,2,tour_54
6535,1235,49,restaurant,view,2,restaurant_49
6536,1579,95,tour,book,5,tour_95
6537,972,25,hotel,click,3,hotel_25
6538,1415,44,hotel,click,3,hotel_44
6539,1352,71,attraction,favorite,4,attraction_71
6540,1496,49,hotel,view,2,hotel_49
6541,427,42,tour,click,3,tour_42
6542,573,36,restaurant,click,3,restaurant_36
6543,1165,10,hotel,click,3,hotel_10
6544,1712,104,attraction,favorite,4,attraction_104
6545,283,142,attraction,favorite,4,attraction_142
6546,388,101,hotel,click,3,hotel_101
6547,1224,110,restaurant,view,2,restaurant_110
6548,1005,11,attraction,view,2,attraction_11
6549,1757,123,hotel,click,3,hotel_123
6550,1381,8,hotel,book,5,hotel_8
6551,230,71,tour,book,5,tour_71
6552,769,18,tour,book,5,tour_18
6553,1398,83,tour,view,2,tour_83
6554,113,92,hotel,click,3,hotel_92
6555,1066,34,hotel,book,5,hotel_34
6556,221,76,hotel,book,5,hotel_76
6557,623,99,tour,click,3,tour_99
6558,1175,28,tour,view,2,tour_28
6559,1133,92,hotel,book,5,hotel_92
6560,1153,113,tour,click,3,tour_113
6561,1301,10,attraction,view,2,attraction_10
6562,757,15,tour,book,5,tour_15
6563,1982,82,tour,click,3,tour_82
6564,664,92,tour,view,2,tour_92
6565,1766,101,hotel,view,2,hotel_101
6566,1430,51,hotel,book,5,hotel_51
6567,138,11,tour,click,3,tour_11
6568,533,44,hotel,view,2,hotel_44
6569,762,112,tour,view,2,tour_112
6570,1267,110,attraction,favorite,4,attraction_110
6571,783,100,restaurant,view,2,restaurant_100
6572,618,67,attraction,click,3,attraction_67
6573,1056,90,tour,view,2,tour_90
6574,1271,86,tour,view,2,tour_86
6575,1100,36,hotel,click,3,hotel_36
6576,615,60,restaurant,click,3,restaurant_60
6577,1036,92,hotel,view,2,hotel_92
6578,1869,98,hotel,view,2,hotel_98
6579,1949,89,tour,favorite,4,tour_89
6580,1866,93,attraction,book,5,attraction_93
6581,1546,92,attraction,view,2,attraction_92
6582,1700,4,restaurant,view,2,restaurant_4
6583,1829,76,tour,view,2,tour_76
6584,1187,122,restaurant,view,2,restaurant_122
6585,665,8,hotel,favorite,4,hotel_8
6586,1352,108,tour,view,2,tour_108
6587,553,83,tour,click,3,tour_83
6588,862,145,attraction,click,3,attraction_145
6589,989,6,hotel,book,5,hotel_6
6590,1264,68,tour,click,3,tour_68
6591,156,89,tour,favorite,4,tour_89
6592,1261,10,hotel,view,2,hotel_10
6593,307,75,hotel,view,2,hotel_75
6594,1265,100,hotel,click,3,hotel_100
6595,1958,102,hotel,view,2,hotel_102
6596,1329,101,restaurant,favorite,4,restaurant_101
6597,836,86,tour,book,5,tour_86
6598,1762,32,hotel,favorite,4,hotel_32
6599,160,99,tour,view,2,tour_99
6600,1767,153,attraction,book,5,attraction_153
6601,1408,155,attraction,click,3,attraction_155
6602,961,5,tour,click,3,tour_5
6603,1858,102,hotel,book,5,hotel_102
6604,700,8,tour,view,2,tour_8
6605,1810,63,tour,view,2,tour_63
6606,1692,121,tour,favorite,4,tour_121
6607,1673,103,attraction,view,2,attraction_103
6608,289,35,attraction,click,3,attraction_35
6609,1858,75,hotel,favorite,4,hotel_75
6610,895,77,attraction,book,5,attraction_77
6611,266,70,tour,click,3,tour_70
6612,592,44,hotel,click,3,hotel_44
6613,1008,36,tour,favorite,4,tour_36
6614,1686,74,restaurant,book,5,restaurant_74
6615,751,104,restaurant,click,3,restaurant_104
6616,31,51,tour,click,3,tour_51
6617,747,55,tour,click,3,tour_55
6618,334,3,attraction,favorite,4,attraction_3
6619,832,80,restaurant,view,2,restaurant_80
6620,1752,115,tour,view,2,tour_115
6621,506,90,hotel,view,2,hotel_90
6622,370,57,hotel,click,3,hotel_57
6623,391,72,attraction,book,5,attraction_72
6624,1112,128,hotel,book,5,hotel_128
6625,1508,34,tour,view,2,tour_34
6626,893,59,tour,click,3,tour_59
6627,1970,119,attraction,book,5,attraction_119
6628,1788,69,tour,view,2,tour_69
6629,1526,11,tour,favorite,4,tour_11
6630,1338,123,tour,book,5,tour_123
6631,351,66,hotel,click,3,hotel_66
6632,459,79,attraction,view,2,attraction_79
6633,469,61,hotel,book,5,hotel_61
6634,1035,82,hotel,book,5,hotel_82
6635,921,127,tour,click,3,tour_127
6636,1251,61,hotel,click,3,hotel_61
6637,477,124,tour,click,3,tour_124
6638,1736,79,restaurant,view,2,restaurant_79
6639,1259,50,hotel,click,3,hotel_50
6640,1040,17,tour,view,2,tour_17
6641,1610,130,attraction,favorite,4,attraction_130
6642,107,111,tour,click,3,tour_111
6643,682,14,attraction,view,2,attraction_14
6644,828,81,hotel,view,2,hotel_81
6645,414,103,attraction,favorite,4,attraction_103
6646,1335,96,tour,favorite,4,tour_96
6647,1736,100,tour,click,3,tour_100
6648,262,8,hotel,click,3,hotel_8
6649,1057,53,restaurant,favorite,4,restaurant_53
6650,1325,22,tour,view,2,tour_22
6651,1433,70,tour,view,2,tour_70
6652,41,123,tour,click,3,tour_123
6653,369,41,tour,view,2,tour_41
6654,1940,46,hotel,view,2,hotel_46
6655,1356,7,tour,favorite,4,tour_7
6656,38,8,tour,view,2,tour_8
6657,185,51,hotel,click,3,hotel_51
6658,993,51,restaurant,click,3,restaurant_51
6659,1303,98,hotel,book,5,hotel_98
6660,800,152,attraction,click,3,attraction_152
6661,751,39,attraction,view,2,attraction_39
6662,864,3,tour,click,3,tour_3
6663,1177,34,tour,view,2,tour_34
6664,1902,6,hotel,click,3,hotel_6
6665,120,71,attraction,favorite,4,attraction_71
6666,1166,42,tour,view,2,tour_42
6667,1116,12,tour,click,3,tour_12
6668,1750,70,hotel,click,3,hotel_70
6669,18,3,tour,view,2,tour_3
6670,1510,40,attraction,favorite,4,attraction_40
6671,158,6,hotel,favorite,4,hotel_6
6672,1848,102,hotel,view,2,hotel_102
6673,446,62,hotel,favorite,4,hotel_62
6674,1578,42,hotel,click,3,hotel_42
6675,24,116,tour,click,3,tour_116
6676,1576,80,hotel,view,2,hotel_80
6677,1258,8,hotel,click,3,hotel_8
6678,367,64,hotel,click,3,hotel_64
6679,1047,55,tour,view,2,tour_55
6680,1729,114,tour,favorite,4,tour_114
6681,1512,5,tour,favorite,4,tour_5
6682,1242,20,hotel,view,2,hotel_20
6683,309,77,tour,click,3,tour_77
6684,266,102,tour,favorite,4,tour_102
6685,333,85,tour,view,2,tour_85
6686,1326,76,hotel,favorite,4,hotel_76
6687,14,39,restaurant,click,3,restaurant_39
6688,1117,50,tour,book,5,tour_50
6689,355,16,restaurant,click,3,restaurant_16
6690,1244,64,tour,click,3,tour_64
6691,717,34,tour,view,2,tour_34
6692,1780,80,hotel,click,3,hotel_80
6693,1217,13,hotel,click,3,hotel_13
6694,1402,88,tour,view,2,tour_88
6695,951,46,tour,book,5,tour_46
6696,254,90,hotel,view,2,hotel_90
6697,1174,94,hotel,book,5,hotel_94
6698,332,3,restaurant,view,2,restaurant_3
6699,702,39,tour,click,3,tour_39
6700,1850,50,hotel,view,2,hotel_50
6701,808,129,attraction,book,5,attraction_129
6702,1628,31,tour,book,5,tour_31
6703,1455,105,hotel,view,2,hotel_105
6704,445,57,hotel,click,3,hotel_57
6705,1079,40,tour,book,5,tour_40
6706,858,119,restaurant,book,5,restaurant_119
6707,1491,1,hotel,click,3,hotel_1
6708,1548,117,tour,favorite,4,tour_117
6709,1780,96,hotel,view,2,hotel_96
6710,454,90,attraction,view,2,attraction_90
6711,673,48,tour,view,2,tour_48
6712,193,82,hotel,view,2,hotel_82
6713,1934,141,attraction,click,3,attraction_141
6714,1581,36,tour,view,2,tour_36
6715,1853,26,tour,view,2,tour_26
6716,828,118,restaurant,book,5,restaurant_118
6717,785,25,tour,view,2,tour_25
6718,4,115,restaurant,book,5,restaurant_115
6719,69,33,tour,favorite,4,tour_33
6720,1470,96,hotel,click,3,hotel_96
6721,1642,114,restaurant,book,5,restaurant_114
6722,286,102,hotel,view,2,hotel_102
6723,240,9,attraction,favorite,4,attraction_9
6724,938,3,tour,click,3,tour_3
6725,1790,24,tour,book,5,tour_24
6726,1116,18,tour,click,3,tour_18
6727,1610,111,attraction,book,5,attraction_111
6728,1958,39,attraction,book,5,attraction_39
6729,576,18,restaurant,click,3,restaurant_18
6730,908,43,attraction,view,2,attraction_43
6731,717,54,tour,view,2,tour_54
6732,480,34,hotel,view,2,hotel_34
6733,1350,94,hotel,favorite,4,hotel_94
6734,774,58,hotel,view,2,hotel_58
6735,1996,24,tour,book,5,tour_24
6736,825,103,tour,click,3,tour_103
6737,1338,100,tour,click,3,tour_100
6738,1957,98,hotel,favorite,4,hotel_98
6739,965,1,tour,book,5,tour_1
6740,1947,63,tour,favorite,4,tour_63
6741,1763,3,tour,click,3,tour_3
6742,388,101,hotel,click,3,hotel_101
6743,1322,100,hotel,view,2,hotel_100
6744,444,49,tour,view,2,tour_49
6745,136,121,tour,book,5,tour_121
6746,1129,13,hotel,favorite,4,hotel_13
6747,633,18,tour,view,2,tour_18
6748,867,102,hotel,click,3,hotel_102
6749,663,96,tour,book,5,tour_96
6750,1158,54,restaurant,view,2,restaurant_54
6751,1548,71,hotel,click,3,hotel_71
6752,506,50,hotel,click,3,hotel_50
6753,1615,51,hotel,click,3,hotel_51
6754,1110,92,hotel,favorite,4,hotel_92
6755,698,134,hotel,click,3,hotel_134
6756,650,36,hotel,click,3,hotel_36
6757,201,123,tour,favorite,4,tour_123
6758,1718,34,tour,view,2,tour_34
6759,630,91,tour,click,3,tour_91
6760,593,65,attraction,view,2,attraction_65
6761,586,22,tour,view,2,tour_22
6762,1254,36,hotel,click,3,hotel_36
6763,648,62,tour,click,3,tour_62
6764,796,105,hotel,click,3,hotel_105
6765,3,72,tour,click,3,tour_72
6766,659,123,restaurant,favorite,4,restaurant_123
6767,1722,130,attraction,book,5,attraction_130
6768,971,149,attraction,click,3,attraction_149
6769,1024,109,restaurant,book,5,restaurant_109
6770,1094,67,hotel,click,3,hotel_67
6771,851,110,tour,book,5,tour_110
6772,821,99,tour,click,3,tour_99
6773,876,10,hotel,favorite,4,hotel_10
6774,698,32,hotel,book,5,hotel_32
6775,487,107,attraction,view,2,attraction_107
6776,505,25,hotel,click,3,hotel_25
6777,1302,105,attraction,click,3,attraction_105
6778,1418,118,tour,view,2,tour_118
6779,117,36,restaurant,click,3,restaurant_36
6780,1140,54,hotel,view,2,hotel_54
6781,1475,43,tour,view,2,tour_43
6782,186,7,attraction,view,2,attraction_7
6783,809,72,tour,favorite,4,tour_72
6784,803,52,tour,view,2,tour_52
6785,687,8,hotel,click,3,hotel_8
6786,1661,54,hotel,view,2,hotel_54
6787,81,119,tour,view,2,tour_119
6788,1921,170,attraction,book,5,attraction_170
6789,579,30,hotel,view,2,hotel_30
6790,1475,34,restaurant,favorite,4,restaurant_34
6791,1365,115,tour,view,2,tour_115
6792,1677,61,hotel,view,2,hotel_61
6793,89,13,hotel,view,2,hotel_13
6794,1733,40,tour,book,5,tour_40
6795,1747,112,tour,click,3,tour_112
6796,416,85,tour,view,2,tour_85
6797,1029,67,tour,view,2,tour_67
6798,914,69,tour,click,3,tour_69
6799,1320,155,attraction,click,3,attraction_155
6800,1732,63,restaurant,favorite,4,restaurant_63
6801,1008,39,tour,view,2,tour_39
6802,237,136,hotel,view,2,hotel_136
6803,28,47,tour,click,3,tour_47
6804,1209,158,attraction,book,5,attraction_158
6805,1439,61,tour,view,2,tour_61
6806,1012,23,tour,view,2,tour_23
6807,1863,136,hotel,view,2,hotel_136
6808,545,101,hotel,view,2,hotel_101
6809,1430,10,hotel,click,3,hotel_10
6810,1049,44,restaurant,click,3,restaurant_44
6811,413,35,tour,view,2,tour_35
6812,1615,61,restaurant,view,2,restaurant_61
6813,299,112,tour,favorite,4,tour_112
6814,566,15,attraction,click,3,attraction_15
6815,959,2,attraction,click,3,attraction_2
6816,1393,120,restaurant,favorite,4,restaurant_120
6817,1221,72,restaurant,click,3,restaurant_72
6818,1311,134,hotel,click,3,hotel_134
6819,569,54,hotel,view,2,hotel_54
6820,1070,132,hotel,click,3,hotel_132
6821,1894,33,attraction,favorite,4,attraction_33
6822,1462,34,hotel,book,5,hotel_34
6823,943,165,attraction,favorite,4,attraction_165
6824,480,44,hotel,favorite,4,hotel_44
6825,1845,39,tour,click,3,tour_39
6826,670,29,restaurant,view,2,restaurant_29
6827,1750,46,hotel,view,2,hotel_46
6828,1466,87,attraction,click,3,attraction_87
6829,570,119,attraction,view,2,attraction_119
6830,1411,75,attraction,click,3,attraction_75
6831,382,110,restaurant,favorite,4,restaurant_110
6832,472,120,attraction,click,3,attraction_120
6833,782,108,attraction,click,3,attraction_108
6834,54,99,hotel,favorite,4,hotel_99
6835,1475,168,attraction,book,5,attraction_168
6836,1877,136,hotel,book,5,hotel_136
6837,1633,174,attraction,book,5,attraction_174
6838,1614,45,restaurant,click,3,restaurant_45
6839,1377,66,tour,favorite,4,tour_66
6840,1877,54,hotel,view,2,hotel_54
6841,393,67,hotel,view,2,hotel_67
6842,257,59,tour,click,3,tour_59
6843,565,28,restaurant,click,3,restaurant_28
6844,38,47,tour,book,5,tour_47
6845,1678,35,attraction,book,5,attraction_35
6846,1455,32,hotel,click,3,hotel_32
6847,1273,30,tour,click,3,tour_30
6848,911,73,attraction,view,2,attraction_73
6849,1649,10,tour,view,2,tour_10
