interaction_id,user_id,item_id,item_type,action_type,action_weight
1015,87,18,restaurant,click,3
1016,29,96,restaurant,view,2
1017,61,96,restaurant,click,3
1018,16,120,restaurant,view,2
1019,94,120,restaurant,favorite,4
1020,33,101,attraction,view,2
1021,79,101,attraction,click,3
1022,47,136,hotel,view,2
1023,88,136,hotel,click,3
1024,21,82,hotel,view,2
1025,69,82,hotel,favorite,4
1026,11,74,tour,view,2
1027,57,74,tour,click,3
1028,92,110,tour,view,2
1029,38,110,tour,favorite,4
1030,66,154,attraction,view,2
1031,101,154,attraction,click,3
1032,24,175,attraction,view,2
1033,84,175,attraction,favorite,4
1074,15,12,tour,view,2
1075,44,12,tour,click,3
1076,78,12,tour,favorite,4
1077,91,12,tour,book,5
1078,22,45,tour,view,2
1079,67,45,tour,click,3
1080,34,7,hotel,view,2
1081,59,7,hotel,click,3
1082,83,7,hotel,favorite,4
1083,41,29,hotel,view,2
1084,96,29,hotel,click,3
1085,18,79,attraction,view,2
1086,52,79,attraction,click,3
1087,71,79,attraction,favorite,4
1088,26,120,attraction,view,2
1089,64,120,attraction,click,3
1090,9,150,attraction,view,2
1091,88,150,attraction,favorite,4
1092,37,3,restaurant,view,2
1093,55,3,restaurant,click,3
1094,62,18,restaurant,view,2
1095,101,18,restaurant,favorite,4
1096,14,64,restaurant,view,2
1097,48,64,restaurant,click,3
1098,73,90,restaurant,view,2
1099,95,90,restaurant,favorite,4
1100,28,110,restaurant,view,2
1101,66,110,restaurant,click,3
1102,19,125,restaurant,view,2
1103,87,125,restaurant,favorite,4
1104,33,100,tour,view,2
1105,58,100,tour,click,3
1106,72,126,hotel,view,2
1107,104,126,hotel,favorite,4
1108,16,136,hotel,view,2
1109,93,136,hotel,click,3
1110,12,5,tour,view,2
1111,34,5,tour,click,3
1112,78,12,tour,favorite,4
1113,56,18,tour,view,2
1114,91,18,tour,click,3
1115,23,31,hotel,view,2
1116,67,31,hotel,click,3
1117,88,31,hotel,favorite,4
1118,45,45,hotel,view,2
1119,102,45,hotel,click,3
1120,14,79,attraction,view,2
1121,59,79,attraction,click,3
1122,81,79,attraction,favorite,4
1123,36,95,attraction,view,2
1124,97,95,attraction,click,3
1125,18,107,restaurant,view,2
1126,42,107,restaurant,click,3
1127,73,107,restaurant,favorite,4
1128,65,120,restaurant,view,2
1129,101,120,restaurant,click,3
1130,27,44,tour,view,2
1131,84,44,tour,click,3
1132,93,44,tour,book,5
1133,31,66,hotel,view,2
1134,76,66,hotel,click,3
1135,104,66,hotel,favorite,4
1136,22,140,attraction,view,2
1137,58,140,attraction,click,3
1138,99,140,attraction,favorite,4
1139,16,12,restaurant,view,2
1140,47,12,restaurant,click,3
1141,90,12,restaurant,favorite,4
1142,29,88,tour,view,2
1143,71,88,tour,click,3
1144,106,88,tour,favorite,4
1145,25,101,hotel,view,2
1146,62,101,hotel,click,3
1147,87,101,hotel,favorite,4
1148,33,155,attraction,view,2
1149,69,155,attraction,click,3
1150,95,155,attraction,favorite,4
1151,21,98,restaurant,view,2
1152,54,98,restaurant,click,3
1153,83,98,restaurant,favorite,4
1154,15,45,tour,view,2
1155,92,12,tour,click,3
1156,33,88,tour,search,1
1157,7,102,tour,book,5
1158,105,23,tour,view,2
1159,60,115,tour,favorite,4
1160,42,6,tour,click,3
1161,89,50,tour,view,2
1162,12,120,tour,search,1
1163,77,95,tour,click,3
1164,28,30,tour,view,2
1165,54,71,tour,book,5
1166,98,9,tour,favorite,4
1167,10,127,tour,click,3
1168,65,41,tour,view,2
1169,22,10,hotel,search,1
1170,81,55,hotel,view,2
1171,49,112,hotel,click,3
1172,106,80,hotel,favorite,4
1173,18,130,hotel,book,5
1174,72,5,hotel,view,2
1175,90,99,hotel,click,3
1176,35,25,hotel,search,1
1177,8,60,hotel,view,2
1178,59,125,hotel,favorite,4
1179,95,40,hotel,click,3
1180,26,75,hotel,view,2
1181,101,15,hotel,book,5
1182,47,92,hotel,search,1
1183,68,136,hotel,click,3
1184,14,15,attraction,view,2
1185,85,40,attraction,click,3
1186,51,88,attraction,favorite,4
1187,99,150,attraction,search,1
1188,20,175,attraction,book,5
1189,70,65,attraction,view,2
1190,38,120,attraction,click,3
1191,103,35,attraction,view,2
1192,56,160,attraction,favorite,4
1193,9,10,attraction,search,1
1194,62,95,attraction,click,3
1195,83,133,attraction,view,2
1196,29,70,attraction,book,5
1197,94,21,attraction,click,3
1198,17,105,attraction,view,2
1199,44,20,restaurant,search,1
1200,88,55,restaurant,click,3
1201,11,85,restaurant,view,2
1202,100,110,restaurant,favorite,4
1203,52,126,restaurant,book,5
1204,75,8,restaurant,view,2
1205,30,42,restaurant,click,3
1206,91,75,restaurant,search,1
1207,63,100,restaurant,view,2
1208,25,33,restaurant,favorite,4
1209,80,12,restaurant,click,3
1210,48,66,restaurant,book,5
1211,104,90,restaurant,view,2
1212,39,118,restaurant,click,3
1213,71,5,restaurant,view,2
1214,15,5,tour,view,2
1215,88,12,tour,click,3
1216,42,28,tour,search,1
1217,101,45,tour,favorite,4
1218,7,60,tour,book,5
1219,56,75,tour,view,2
1220,90,89,tour,click,3
1221,23,101,tour,view,2
1222,67,115,tour,search,1
1223,34,127,tour,click,3
1224,12,18,tour,favorite,4
1225,95,33,tour,view,2
1226,77,50,tour,click,3
1227,29,99,tour,book,5
1228,105,112,tour,view,2
1229,19,1,hotel,view,2
1230,82,10,hotel,click,3
1231,45,25,hotel,search,1
1232,66,40,hotel,favorite,4
1233,9,55,hotel,book,5
1234,31,70,hotel,view,2
1235,58,81,hotel,click,3
1236,92,90,hotel,view,2
1237,14,105,hotel,search,1
1238,73,118,hotel,click,3
1239,25,125,hotel,favorite,4
1240,100,136,hotel,view,2
1241,52,15,hotel,click,3
1242,8,38,hotel,book,5
1243,61,95,hotel,view,2
1244,80,5,attraction,view,2
1245,17,18,attraction,click,3
1246,38,35,attraction,search,1
1247,96,47,attraction,favorite,4
1248,106,68,attraction,book,5
1249,22,85,attraction,view,2
1250,55,99,attraction,click,3
1251,71,115,attraction,view,2
1252,89,130,attraction,search,1
1253,11,145,attraction,click,3
1254,48,160,attraction,favorite,4
1255,103,175,attraction,view,2
1256,33,21,attraction,click,3
1257,69,75,attraction,book,5
1258,13,100,attraction,view,2
1259,27,3,restaurant,view,2
1260,85,15,restaurant,click,3
1261,51,29,restaurant,search,1
1262,93,44,restaurant,favorite,4
1263,10,58,restaurant,book,5
1264,40,72,restaurant,view,2
1265,78,88,restaurant,click,3
1266,104,95,restaurant,view,2
1267,18,102,restaurant,search,1
1268,62,110,restaurant,click,3
1269,39,119,restaurant,favorite,4
1270,98,126,restaurant,view,2
1271,72,22,restaurant,click,3
1272,49,65,restaurant,book,5
1273,30,80,restaurant,view,2
1274,12,5,tour,view,2
1275,45,5,tour,click,3
1276,78,5,tour,favorite,4
1277,91,8,tour,view,2
1278,33,8,tour,click,3
1279,56,14,tour,search,1
1280,67,14,tour,view,2
1281,88,14,tour,click,3
1282,21,27,tour,view,2
1283,104,27,tour,book,5
1284,39,33,hotel,view,2
1285,72,33,hotel,click,3
1286,95,33,hotel,favorite,4
1287,18,41,hotel,view,2
1288,64,41,hotel,click,3
1289,29,56,hotel,search,1
1290,83,56,hotel,view,2
1291,11,79,attraction,view,2
1292,47,79,attraction,click,3
1293,92,79,attraction,favorite,4
1294,26,90,attraction,view,2
1295,71,90,attraction,click,3
1296,38,107,restaurant,view,2
1297,59,107,restaurant,click,3
1298,86,107,restaurant,favorite,4
1299,14,118,restaurant,view,2
1300,63,118,restaurant,click,3
1301,27,45,tour,view,2
1302,101,45,tour,book,5
1303,35,64,attraction,view,2
1304,74,64,attraction,click,3
1305,52,82,hotel,view,2
1306,90,82,hotel,favorite,4
1307,16,23,tour,search,1
1308,68,23,tour,view,2
1309,41,99,restaurant,view,2
1310,97,99,restaurant,click,3
1311,22,120,attraction,view,2
1312,85,120,attraction,favorite,4
1313,31,70,hotel,view,2
1314,106,70,hotel,click,3
1315,85,15,tour,view,2
1316,12,110,tour,click,3
1317,44,56,tour,search,1
1318,98,56,tour,view,2
1319,7,56,tour,click,3
1320,33,89,tour,favorite,4
1321,105,125,tour,book,5
1322,62,4,tour,view,2
1323,18,92,tour,click,3
1324,77,30,tour,view,2
1325,29,30,tour,favorite,4
1326,54,72,tour,search,1
1327,91,101,tour,click,3
1328,48,118,tour,view,2
1329,10,8,tour,book,5
1330,102,1,hotel,view,2
1331,25,15,hotel,click,3
1332,66,15,hotel,book,5
1333,81,40,hotel,search,1
1334,39,40,hotel,view,2
1335,106,95,hotel,favorite,4
1336,14,120,hotel,click,3
1337,72,136,hotel,view,2
1338,59,60,hotel,search,1
1339,93,112,hotel,view,2
1340,21,112,hotel,click,3
1341,40,78,hotel,favorite,4
1342,88,9,hotel,view,2
1343,8,131,hotel,click,3
1344,69,52,hotel,book,5
1345,15,10,attraction,view,2
1346,99,10,attraction,click,3
1347,36,160,attraction,favorite,4
1348,51,88,attraction,search,1
1349,103,88,attraction,view,2
1350,22,35,attraction,click,3
1351,75,120,attraction,book,5
1352,84,175,attraction,view,2
1353,9,66,attraction,search,1
1354,47,66,attraction,view,2
1355,61,142,attraction,click,3
1356,95,42,attraction,favorite,4
1357,17,98,attraction,view,2
1358,80,155,attraction,click,3
1359,27,2,attraction,view,2
1360,38,25,restaurant,search,1
1361,71,25,restaurant,view,2
1362,55,25,restaurant,click,3
1363,100,115,restaurant,favorite,4
1364,11,80,restaurant,view,2
1365,64,80,restaurant,click,3
1366,92,80,restaurant,book,5
1367,31,5,restaurant,view,2
1368,86,127,restaurant,click,3
1369,42,63,restaurant,search,1
1370,23,63,restaurant,view,2
1371,79,99,restaurant,favorite,4
1372,50,41,restaurant,click,3
1373,104,12,restaurant,view,2
1374,13,12,restaurant,book,5
1375,12,5,tour,view,2
1376,34,5,tour,click,3
1377,78,12,tour,search,1
1378,91,12,tour,favorite,4
1379,56,27,tour,view,2
1380,18,27,tour,click,3
1381,67,44,tour,view,2
1382,103,44,tour,book,5
1383,25,61,tour,search,1
1384,89,61,tour,click,3
1385,14,9,hotel,view,2
1386,77,9,hotel,click,3
1387,46,15,hotel,favorite,4
1388,92,15,hotel,view,2
1389,31,28,hotel,click,3
1390,64,28,hotel,book,5
1391,55,41,hotel,view,2
1392,101,41,hotel,favorite,4
1393,23,66,hotel,search,1
1394,87,66,hotel,click,3
1395,19,4,attraction,view,2
1396,72,4,attraction,click,3
1397,38,18,attraction,favorite,4
1398,95,18,attraction,book,5
1399,44,37,attraction,view,2
1400,81,37,attraction,click,3
1401,59,64,attraction,search,1
1402,102,64,attraction,favorite,4
1403,27,89,attraction,view,2
1404,68,89,attraction,click,3
1405,16,7,restaurant,view,2
1406,53,7,restaurant,click,3
1407,90,19,restaurant,favorite,4
1408,41,19,restaurant,view,2
1409,66,33,restaurant,click,3
1410,105,33,restaurant,book,5
1411,22,58,restaurant,view,2
1412,74,58,restaurant,favorite,4
1413,36,81,restaurant,search,1
1414,99,81,restaurant,click,3
1415,15,10,tour,view,2
1416,92,45,tour,click,3
1417,44,88,tour,search,1
1418,7,120,tour,favorite,4
1419,101,5,tour,book,5
1420,56,30,tour,view,2
1421,83,99,tour,click,3
1422,29,67,tour,view,2
1423,68,125,tour,search,1
1424,33,15,tour,click,3
1425,95,76,tour,view,2
1426,12,112,tour,favorite,4
1427,77,42,tour,view,2
1428,50,25,tour,click,3
1429,106,60,tour,search,1
1430,22,1,hotel,view,2
1431,89,10,hotel,click,3
1432,35,55,hotel,book,5
1433,61,95,hotel,search,1
1434,10,128,hotel,view,2
1435,98,7,hotel,favorite,4
1436,41,115,hotel,click,3
1437,72,33,hotel,view,2
1438,18,62,hotel,search,1
1439,104,101,hotel,click,3
1440,55,135,hotel,view,2
1441,8,20,hotel,book,5
1442,90,75,hotel,favorite,4
1443,27,48,hotel,view,2
1444,66,110,hotel,click,3
1445,38,15,attraction,view,2
1446,81,65,attraction,click,3
1447,14,100,attraction,search,1
1448,102,150,attraction,favorite,4
1449,59,172,attraction,book,5
1450,9,35,attraction,view,2
1451,75,80,attraction,click,3
1452,47,120,attraction,view,2
1453,93,145,attraction,search,1
1454,21,5,attraction,click,3
1455,88,70,attraction,view,2
1456,64,95,attraction,favorite,4
1457,31,160,attraction,click,3
1458,105,40,attraction,view,2
1459,53,115,attraction,search,1
1460,85,8,restaurant,view,2
1461,17,30,restaurant,click,3
1462,97,60,restaurant,book,5
1463,40,90,restaurant,search,1
1464,70,115,restaurant,view,2
1465,25,12,restaurant,favorite,4
1466,52,45,restaurant,click,3
1467,100,77,restaurant,view,2
1468,13,105,restaurant,search,1
1469,80,127,restaurant,click,3
1470,36,22,restaurant,view,2
1471,91,52,restaurant,favorite,4
1472,62,85,restaurant,click,3
1473,49,100,restaurant,view,2
1474,103,118,restaurant,book,5
1475,12,5,tour,search,1
1476,45,18,tour,view,2
1477,77,18,tour,click,3
1478,91,24,tour,favorite,4
1479,63,24,tour,book,5
1480,29,67,tour,view,2
1481,54,67,tour,click,3
1482,88,90,tour,favorite,4
1483,101,90,tour,book,5
1484,17,10,hotel,search,1
1485,68,10,hotel,view,2
1486,92,10,hotel,click,3
1487,35,22,hotel,favorite,4
1488,84,22,hotel,book,5
1489,41,55,hotel,view,2
1490,73,55,hotel,click,3
1491,97,78,hotel,favorite,4
1492,22,5,attraction,search,1
1493,58,5,attraction,view,2
1494,81,5,attraction,click,3
1495,39,33,attraction,favorite,4
1496,104,33,attraction,book,5
1497,26,88,attraction,view,2
1498,69,88,attraction,click,3
1499,93,120,attraction,favorite,4
1500,14,3,restaurant,search,1
1501,47,3,restaurant,view,2
1502,66,3,restaurant,click,3
1503,89,3,restaurant,favorite,4
1504,21,44,restaurant,view,2
1505,52,44,restaurant,click,3
1506,75,44,restaurant,favorite,4
1507,31,97,restaurant,view,2
1508,64,97,restaurant,click,3
1509,102,127,restaurant,favorite,4
1510,15,12,tour,view,2
1511,42,45,tour,click,3
1512,88,101,tour,search,1
1513,9,33,tour,book,5
1514,102,89,tour,view,2
1515,76,5,tour,favorite,4
1516,23,120,tour,click,3
1517,55,67,tour,view,2
1518,91,14,tour,view,2
1519,12,111,tour,search,1
1520,60,29,tour,click,3
1521,34,78,tour,book,5
1522,99,95,tour,view,2
1523,8,2,tour,favorite,4
1524,47,56,tour,click,3
1525,81,126,tour,search,1
1526,29,41,tour,view,2
1527,105,8,tour,click,3
1528,66,72,tour,book,5
1529,19,99,tour,view,2
1530,38,115,tour,favorite,4
1531,72,22,tour,search,1
1532,94,60,tour,click,3
1533,11,38,tour,view,2
1534,51,84,tour,click,3
1535,85,108,tour,search,1
1536,26,17,tour,book,5
1537,63,52,tour,view,2
1538,97,123,tour,favorite,4
1539,16,91,tour,click,3
1540,44,3,tour,view,2
1541,78,65,tour,search,1
1542,31,103,tour,click,3
1543,58,48,tour,book,5
1544,83,75,tour,view,2
1545,21,27,tour,favorite,4
1546,106,118,tour,click,3
1547,7,9,tour,view,2
1548,39,59,tour,search,1
1549,69,93,tour,click,3
1550,18,1,hotel,view,2
1551,53,10,hotel,click,3
1552,92,55,hotel,favorite,4
1553,28,98,hotel,search,1
1554,71,130,hotel,book,5
1555,100,22,hotel,view,2
1556,14,76,hotel,click,3
1557,64,112,hotel,view,2
1558,37,44,hotel,favorite,4
1559,86,8,hotel,search,1
1560,49,125,hotel,click,3
1561,95,61,hotel,view,2
1562,25,93,hotel,book,5
1563,75,30,hotel,view,2
1564,10,85,hotel,click,3
1565,59,105,hotel,search,1
1566,90,15,hotel,favorite,4
1567,33,118,hotel,click,3
1568,82,50,hotel,view,2
1569,46,68,hotel,book,5
1570,103,135,hotel,view,2
1571,20,26,hotel,search,1
1572,68,79,hotel,click,3
1573,93,110,hotel,favorite,4
1574,40,5,hotel,view,2
1575,79,41,hotel,click,3
1576,13,90,hotel,search,1
1577,56,122,hotel,book,5
1578,104,35,hotel,view,2
1579,30,71,hotel,click,3
1580,89,99,hotel,favorite,4
1581,43,58,hotel,view,2
1582,73,128,hotel,search,1
1583,22,18,hotel,click,3
1584,61,82,hotel,book,5
1585,96,48,hotel,view,2
1586,35,103,hotel,favorite,4
1587,83,116,hotel,click,3
1588,48,63,hotel,search,1
1589,101,133,hotel,view,2
1590,17,5,attraction,view,2
1591,52,35,attraction,click,3
1592,87,88,attraction,search,1
1593,32,150,attraction,book,5
1594,74,15,attraction,view,2
1595,98,70,attraction,favorite,4
1596,27,112,attraction,click,3
1597,65,42,attraction,view,2
1598,36,165,attraction,view,2
1599,80,95,attraction,search,1
1600,45,20,attraction,click,3
1601,92,133,attraction,book,5
1602,11,64,attraction,view,2
1603,57,108,attraction,favorite,4
1604,84,172,attraction,click,3
1605,24,38,attraction,search,1
1606,70,79,attraction,view,2
1607,102,145,attraction,click,3
1608,41,9,attraction,book,5
1609,77,119,attraction,view,2
1610,33,46,attraction,favorite,4
1611,62,85,attraction,search,1
1612,94,158,attraction,click,3
1613,15,68,attraction,view,2
1614,50,126,attraction,click,3
1615,89,34,attraction,search,1
1616,29,102,attraction,book,5
1617,67,169,attraction,view,2
1618,106,11,attraction,favorite,4
1619,38,73,attraction,click,3
1620,54,140,attraction,view,2
1621,81,92,attraction,search,1
1622,21,40,attraction,click,3
1623,72,114,attraction,book,5
1624,97,175,attraction,view,2
1625,43,66,attraction,favorite,4
1626,8,131,attraction,click,3
1627,59,100,attraction,view,2
1628,104,155,attraction,search,1
1629,30,22,attraction,click,3
1630,12,5,restaurant,view,2
1631,48,32,restaurant,click,3
1632,85,99,restaurant,search,1
1633,26,60,restaurant,book,5
1634,71,120,restaurant,view,2
1635,100,15,restaurant,favorite,4
1636,18,88,restaurant,click,3
1637,61,44,restaurant,view,2
1638,90,105,restaurant,view,2
1639,35,12,restaurant,search,1
1640,76,70,restaurant,click,3
1641,105,118,restaurant,book,5
1642,22,28,restaurant,view,2
1643,53,55,restaurant,favorite,4
1644,88,91,restaurant,click,3
1645,44,125,restaurant,search,1
1646,66,8,restaurant,view,2
1647,96,40,restaurant,click,3
1648,10,82,restaurant,book,5
1649,39,111,restaurant,view,2
1650,79,21,restaurant,favorite,4
1651,25,65,restaurant,search,1
1652,57,95,restaurant,click,3
1653,83,127,restaurant,view,2
1654,49,36,restaurant,click,3
1655,93,77,restaurant,search,1
1656,16,50,restaurant,book,5
1657,63,102,restaurant,view,2
1658,103,19,restaurant,favorite,4
1659,31,85,restaurant,click,3
1660,75,115,restaurant,view,2
1661,46,58,restaurant,search,1
1662,86,90,restaurant,click,3
1663,20,122,restaurant,book,5
1664,68,7,restaurant,view,2
1665,99,43,restaurant,favorite,4
1666,37,72,restaurant,click,3
1667,82,108,restaurant,view,2
1668,55,30,restaurant,search,1
1669,9,126,restaurant,click,3
1670,14,1,tour,search,1
1671,52,1,tour,view,2
1672,89,1,tour,click,3
1673,33,2,tour,view,2
1674,71,2,tour,favorite,4
1675,18,5,tour,search,1
1676,64,5,tour,click,3
1677,97,5,tour,book,5
1678,21,12,tour,view,2
1679,84,12,tour,click,3
1680,9,31,tour,search,1
1681,56,31,tour,view,2
1682,103,31,tour,favorite,4
1683,44,33,hotel,view,2
1684,68,33,hotel,click,3
1685,91,33,hotel,favorite,4
1686,17,45,hotel,search,1
1687,62,45,hotel,view,2
1688,104,45,hotel,click,3
1689,29,79,attraction,view,2
1690,58,79,attraction,click,3
1691,76,79,attraction,favorite,4
1692,95,79,attraction,book,5
1693,23,120,attraction,view,2
1694,69,120,attraction,click,3
1695,11,107,restaurant,search,1
1696,46,107,restaurant,view,2
1697,88,107,restaurant,click,3
1698,15,122,restaurant,view,2
1699,61,122,restaurant,favorite,4
1700,102,122,restaurant,click,3
1701,19,127,restaurant,view,2
1702,74,127,restaurant,click,3
1703,99,127,restaurant,favorite,4
1704,15,12,tour,view,2
1705,88,45,tour,search,1
1706,42,89,tour,click,3
1707,9,102,tour,view,2
1708,76,5,tour,book,5
1709,101,120,tour,favorite,4
1710,33,30,tour,view,2
1711,55,66,tour,click,3
1712,12,11,tour,view,2
1713,95,77,tour,search,1
1714,28,99,tour,click,3
1715,64,25,tour,view,2
1716,8,50,tour,favorite,4
1717,49,115,tour,view,2
1718,82,38,tour,click,3
1719,19,92,tour,book,5
1720,105,125,tour,view,2
1721,7,4,tour,search,1
1722,60,60,tour,view,2
1723,91,108,tour,click,3
1724,22,10,hotel,view,2
1725,71,55,hotel,search,1
1726,39,95,hotel,click,3
1727,14,120,hotel,favorite,4
1728,85,30,hotel,view,2
1729,51,65,hotel,book,5
1730,99,136,hotel,view,2
1731,10,5,hotel,click,3
1732,68,80,hotel,view,2
1733,35,105,hotel,search,1
1734,79,42,hotel,click,3
1735,25,15,hotel,view,2
1736,93,110,hotel,favorite,4
1737,46,75,hotel,view,2
1738,11,28,hotel,click,3
1739,58,130,hotel,view,2
1740,106,90,hotel,book,5
1741,31,50,hotel,search,1
1742,73,12,hotel,view,2
1743,89,99,hotel,click,3
1744,17,10,attraction,view,2
1745,62,70,attraction,click,3
1746,40,150,attraction,search,1
1747,97,35,attraction,view,2
1748,29,85,attraction,favorite,4
1749,81,120,attraction,click,3
1750,53,5,attraction,book,5
1751,13,175,attraction,view,2
1752,75,99,attraction,search,1
1753,37,66,attraction,click,3
1754,92,110,attraction,view,2
1755,20,15,attraction,favorite,4
1756,69,133,attraction,view,2
1757,44,40,attraction,click,3
1758,103,80,attraction,search,1
1759,8,160,attraction,view,2
1760,57,105,attraction,book,5
1761,32,90,attraction,click,3
1762,86,125,attraction,view,2
1763,23,20,attraction,favorite,4
1764,94,25,restaurant,view,2
1765,48,60,restaurant,click,3
1766,16,95,restaurant,search,1
1767,78,115,restaurant,view,2
1768,30,8,restaurant,favorite,4
1769,100,45,restaurant,book,5
1770,66,88,restaurant,view,2
1771,38,12,restaurant,click,3
1772,83,102,restaurant,view,2
1773,21,33,restaurant,search,1
1774,54,72,restaurant,click,3
1775,90,127,restaurant,view,2
1776,27,50,restaurant,favorite,4
1777,72,9,restaurant,view,2
1778,43,82,restaurant,click,3
1779,104,110,restaurant,book,5
1780,18,19,restaurant,view,2
1781,61,65,restaurant,search,1
1782,87,98,restaurant,click,3
1783,36,122,restaurant,view,2
1784,50,24,tour,view,2
1785,98,48,hotel,click,3
1786,26,88,attraction,search,1
1787,74,55,restaurant,view,2
1788,15,61,tour,favorite,4
1789,63,102,hotel,book,5
1790,41,140,attraction,view,2
1791,84,10,restaurant,click,3
1792,96,78,tour,view,2
1793,34,125,hotel,search,1
1794,59,165,attraction,click,3
1795,7,30,restaurant,favorite,4
1796,70,95,tour,view,2
1797,24,77,hotel,click,3
1798,80,45,attraction,book,5
1799,52,118,restaurant,view,2
1800,102,112,tour,search,1
1801,47,58,hotel,view,2
1802,9,108,attraction,click,3
1803,67,40,restaurant,view,2
1804,88,33,tour,favorite,4
1805,19,15,hotel,view,2
1806,56,75,attraction,click,3
1807,31,92,restaurant,book,5
1808,105,105,tour,view,2
1809,45,96,hotel,search,1
1810,77,122,attraction,click,3
1811,22,5,restaurant,view,2
1812,93,8,tour,favorite,4
1813,65,111,hotel,view,2
1814,11,19,attraction,click,3
1815,39,85,restaurant,search,1
1816,73,56,tour,view,2
1817,51,22,hotel,click,3
1818,99,172,attraction,book,5
1819,28,44,restaurant,view,2
1820,82,126,tour,favorite,4
1821,14,132,hotel,view,2
1822,60,94,attraction,click,3
1823,36,100,restaurant,search,1
1824,44,42,tour,view,2
1825,89,70,hotel,click,3
1826,17,38,attraction,view,2
1827,71,16,restaurant,favorite,4
1828,106,91,tour,book,5
1829,55,118,hotel,view,2
1830,25,155,attraction,search,1
1831,81,75,restaurant,click,3
1832,37,18,tour,view,2
1833,91,52,hotel,favorite,4
1834,68,67,attraction,view,2
1835,13,113,restaurant,click,3
1836,40,100,tour,search,1
1837,95,91,hotel,view,2
1838,57,135,attraction,book,5
1839,29,29,restaurant,view,2
1840,76,74,tour,click,3
1841,101,104,hotel,view,2
1842,46,83,attraction,favorite,4
1843,85,59,restaurant,search,1
1844,20,110,tour,view,2
1845,64,27,hotel,click,3
1846,97,102,attraction,view,2
1847,33,93,restaurant,book,5
1848,54,35,tour,view,2
1849,8,62,hotel,search,1
1850,75,168,attraction,click,3
1851,104,3,restaurant,view,2
1852,43,63,tour,favorite,4
1853,90,114,hotel,view,2
1854,23,72,attraction,search,1
1855,69,41,restaurant,click,3
1856,12,85,tour,view,2
1857,58,49,hotel,book,5
1858,86,145,attraction,view,2
1859,30,80,restaurant,favorite,4
1860,102,123,tour,click,3
1861,48,101,hotel,view,2
1862,79,115,attraction,search,1
1863,16,121,restaurant,click,3
1864,12,5,tour,search,1
1865,44,5,tour,view,2
1866,81,5,tour,click,3
1867,93,5,tour,favorite,4
1868,27,18,tour,view,2
1869,66,18,tour,click,3
1870,101,18,tour,book,5
1871,34,77,tour,search,1
1872,52,77,tour,view,2
1873,89,77,tour,click,3
1874,15,33,hotel,view,2
1875,48,33,hotel,click,3
1876,92,33,hotel,favorite,4
1877,23,79,hotel,view,2
1878,61,79,hotel,click,3
1879,39,120,hotel,search,1
1880,75,120,hotel,view,2
1881,11,45,attraction,view,2
1882,58,45,attraction,click,3
1883,96,45,attraction,favorite,4
1884,18,88,attraction,search,1
1885,63,88,attraction,view,2
1886,104,88,attraction,click,3
1887,29,134,attraction,view,2
1888,71,134,attraction,favorite,4
1889,22,12,restaurant,search,1
1890,49,12,restaurant,view,2
1891,86,12,restaurant,click,3
1892,17,66,restaurant,view,2
1893,53,66,restaurant,favorite,4
1894,31,101,restaurant,search,1
1895,68,101,restaurant,view,2
1896,99,101,restaurant,click,3
1897,45,127,restaurant,view,2
1898,90,127,restaurant,favorite,4
